name,latitude,longitude,common_name,scientific_name,indivuals,source,state
Dr Akash Gulalia,28.75844741,77.22328227,Dingy Swift,Gegenes nostrodamus,1,counts,Delhi
Dr Akash Gulalia,28.75844741,77.22328227,Parnara Swift,Parnara bada,1,counts,Delhi
Dr Akash Gulalia,28.75844741,77.22328227,Common Evening Brown,Melanitis leda,1,counts,Delhi
Dr Akash Gulalia,28.75844741,77.22328227,Three-spot Grass Yellow,Eurema blanda,1,counts,Delhi
Dr Akash Gulalia,28.75844741,77.22328227,Crimson Rose,Pachliopta hector,1,counts,Delhi
Dr Akash Gulalia,28.75844741,77.22328227,Great Egg Fly,Hypolimnas bolina,1,counts,Delhi
Dr Akash Gulalia,28.75844741,77.22328227,Indian Skipper,Spialia galba,1,counts,Delhi
Dr Akash Gulalia,28.75844741,77.22328227,Yellow Orange-tip,Ixias pyrene,1,counts,Delhi
Dr Akash Gulalia,28.75844741,77.22328227,Forget-me-not,Catochrysops strabo,1,counts,Delhi
Dr Akash Gulalia,28.75844741,77.22328227,Peacock Pansy,Junonia almana,1,counts,Delhi
Dr Akash Gulalia,28.75844741,77.22328227,Common Baron,Euthalia aconthea,1,counts,Delhi
Dr Akash Gulalia,28.75844741,77.22328227,Lesser Grass Blue,Zizina otis,1,counts,Delhi
Dr Akash Gulalia,28.75844741,77.22328227,Lime Blue,Chilades lajus,1,counts,Delhi
Dr Akash Gulalia,28.75844741,77.22328227,African Babul Blue,Azanus jesous,1,counts,Delhi
Dr Akash Gulalia,28.75844741,77.22328227,Small Cupid,Chilades parrhasius,1,counts,Delhi
Dr Akash Gulalia,28.75844741,77.22328227,Gram Blue,Euchrysops cnejus,1,counts,Delhi
Dr Akash Gulalia,28.75844741,77.22328227,Painted Lady,Vanessa cardui,1,counts,Delhi
Dr Akash Gulalia,28.75844741,77.22328227,Grass Jewel,Freyeria trochylus,1,counts,Delhi
Dr Akash Gulalia,28.75844741,77.22328227,Pioneer,Belenois aurota,2,counts,Delhi
Dr Akash Gulalia,28.72307823,77.12017413,Dark Grass Blue,Zizeeria karsandra,1,counts,Delhi
Dr Akash Gulalia,28.72307823,77.12017413,Pale Grass Blue,Pseudozizeeria maha,1,counts,Delhi
Dr Akash Gulalia,28.72307823,77.12017413,Tiny Grass Blue,Zizula hylax,1,counts,Delhi
Dr Akash Gulalia,28.72307823,77.12017413,Plain Tiger,Danaus chrysippus,2,counts,Delhi
Dr Akash Gulalia,28.72307823,77.12017413,Common Castor,Ariadne merione,1,counts,Delhi
Dr Akash Gulalia,28.72307823,77.12017413,Common Emigrant,Catopsilia pomona,6,counts,Delhi
Dr Akash Gulalia,28.72307823,77.12017413,Lemon Pansy,Junonia lemonias,1,counts,Delhi
Dr Akash Gulalia,28.72307823,77.12017413,Lime Swallowtail,Papilio demoleus,1,counts,Delhi
Dr Akash Gulalia,28.72307823,77.12017413,Common Mormon,Papilio polytes,1,counts,Delhi
Dr Akash Gulalia,28.72307823,77.12017413,Common Crow,Euploea core,1,counts,Delhi
Dr Akash Gulalia,28.72307823,77.12017413,Plains Cupid,Chilades parrhasius,1,counts,Delhi
Dr Akash Gulalia,28.72307823,77.12017413,Yellow Pansy,Junonia hierta,1,counts,Delhi
Dr Akash Gulalia,28.72307823,77.12017413,Small Cupid,Chilades parrhasius,1,counts,Delhi
Dr Akash Gulalia,28.72307823,77.12017413,Common Grass Yellow,Eurema hecabe,2,counts,Delhi
Dr Akash Gulalia,28.72307823,77.12017413,Common Banded Awl,Hasora chromus,1,counts,Delhi
Dr Akash Gulalia,28.72307823,77.12017413,Conjoined Swift,Pelopidas conjuncta,1,counts,Delhi
Dr Akash Gulalia,28.72307823,77.12017413,Small Grass Yellow,Eurema brigitta,1,counts,Delhi
Dr Akash Gulalia,28.72307823,77.12017413,Common Jay,Graphium doson,1,counts,Delhi
Dr Akash Gulalia,28.72307823,77.12017413,White Orange-tip,Ixias marianne,1,counts,Delhi
Dr Akash Gulalia,28.72307823,77.12017413,Common Gull,Cepora nerissa,1,counts,Delhi
Dr Akash Gulalia,28.72307823,77.12017413,Danaid Eggfly,Hypolimnas misippus,1,counts,Delhi
Dr Akash Gulalia,28.72307823,77.12017413,Small Branded Swift,Pelopidas mathias,1,counts,Delhi
Dr Akash Gulalia,28.72307823,77.12017413,Striped Tiger,Danaus genutia,1,counts,Delhi
Dr Akash Gulalia,28.72307823,77.12017413,Blue Pansy,Junonia orithya,1,counts,Delhi
Dr Akash Gulalia,28.72307823,77.12017413,Taracus Sp.,Tarucus,1,counts,Delhi
Dr Akash Gulalia,28.72307823,77.12017413,Dingy Swift,Gegenes nostrodamus,1,counts,Delhi
Dr Akash Gulalia,28.72307823,77.12017413,Parnara Swift,Parnara bada,1,counts,Delhi
Dr Akash Gulalia,28.72307823,77.12017413,Common Evening Brown,Melanitis leda,1,counts,Delhi
Dr Akash Gulalia,28.72307823,77.12017413,Three-spot Grass Yellow,Eurema blanda,1,counts,Delhi
Dr Akash Gulalia,28.72307823,77.12017413,Crimson Rose,Pachliopta hector,1,counts,Delhi
Dr Akash Gulalia,28.72307823,77.12017413,Great Eggfly,Hypolimnas bolina,1,counts,Delhi
Dr Akash Gulalia,28.72307823,77.12017413,Indian Skipper,Spialia galba,1,counts,Delhi
Dr Akash Gulalia,28.72307823,77.12017413,Yellow Orange-tip,Ixias pyrene,1,counts,Delhi
Dr Akash Gulalia,28.72307823,77.12017413,Forget-me-not,Catochrysops strabo,2,counts,Delhi
Dr Akash Gulalia,28.72307823,77.12017413,Peacock Pansy,Junonia almana,1,counts,Delhi
Dr Akash Gulalia,28.72307823,77.12017413,Common Baron,Euthalia aconthea,1,counts,Delhi
Dr Akash Gulalia,28.715359,77.15377986,Common Castor,Ariadne merione,1,counts,Delhi
Dr Akash Gulalia,28.715359,77.15377986,Common Emigrant,Catopsilia pomona,2,counts,Delhi
Dr Akash Gulalia,28.715359,77.15377986,Lime Swallowtail,Papilio demoleus,1,counts,Delhi
Dr Akash Gulalia,28.715359,77.15377986,Common Mormon,Papilio polytes,1,counts,Delhi
Dr Akash Gulalia,28.715359,77.15377986,Common Leopard,Phalanta phalantha,2,counts,Delhi
Dr Akash Gulalia,28.715359,77.15377986,Common Grass Yellow,Eurema hecabe,5,counts,Delhi
Dr Akash Gulalia,28.715359,77.15377986,Small Grass Yellow,Eurema brigitta,1,counts,Delhi
Dr Akash Gulalia,28.715359,77.15377986,Plains Cupid,Chilades parrhasius,2,counts,Delhi
Dr Akash Gulalia,28.715359,77.15377986,Forget-me-not,Catochrysops strabo,1,counts,Delhi
Dr Akash Gulalia,28.71927293,77.15374633,Common Castor,Ariadne merione,1,counts,Delhi
Dr Akash Gulalia,28.71927293,77.15374633,Common Emigrant,Catopsilia pomona,5,counts,Delhi
Dr Akash Gulalia,28.71927293,77.15374633,Common Mormon,Papilio polytes,1,counts,Delhi
Dr Akash Gulalia,28.71927293,77.15374633,Lime Swallowtail,Papilio demoleus,1,counts,Delhi
Dr Akash Gulalia,28.71927293,77.15374633,Common Mormon,Papilio polytes,2,counts,Delhi
Dr Akash Gulalia,28.71927293,77.15374633,Plain Tiger,Danaus chrysippus,2,counts,Delhi
Dr Akash Gulalia,28.71927293,77.15374633,Common Grass Yellow,Eurema hecabe,8,counts,Delhi
Dr Akash Gulalia,28.71927293,77.15374633,Small Grass Yellow,Eurema brigitta,10,counts,Delhi
Dr Akash Gulalia,28.71927293,77.15374633,Plains Cupid,Chilades parrhasius,2,counts,Delhi
Dr Akash Gulalia,28.71927293,77.15374633,Transparent Pierrot,Tarucus indica,15,counts,Delhi
Dr Akash Gulalia,28.71927293,77.15374633,Striped Pierrot,Tarucus nara,5,counts,Delhi
ramalakshmiperi,28.52722697,77.164247,Yellow Orange Tip,Ixias pyrene,1,inat,Delhi
geetayadav,28.49430527,77.23039113,Common Jay,Graphium doson,1,inat,Delhi
ninoxowlaboutnature,28.494475,77.26620278,Blue Pierrots,Tarucus,1,inat,Delhi
sheiladelhi,28.4940668,77.2675017,Common Banded Awl,Hasora chromus,1,inat,Delhi
sheiladelhi,28.49471742,77.26743749,Common Silverline,Cigaritis vulcanus,1,inat,Delhi
sheiladelhi,28.4940668,77.2675017,Emigrants,Catopsilia,1,inat,Delhi
amaltasnaturewalks,28.67286969,77.11042363,Common Mormon Swallowtail,Papilio polytes,1,inat,Delhi
sheiladelhi,28.4940668,77.2675017,Blue Pierrots,Tarucus,1,inat,Delhi
amaltasnaturewalks,28.49378578,77.2666318,Lemon Pansy,Junonia lemonias,1,inat,Delhi
nishandv,28.64122422,77.07119666,Indian Palm Bob,Suastus gremius,1,inat,Delhi
nishandv,28.64122422,77.07119666,Common Jay,Graphium doson,1,inat,Delhi
nishandv,28.64122422,77.07119666,Common Banded Awl,Hasora chromus,1,inat,Delhi
amaltasnaturewalks,28.49378578,77.2666318,Yellow Pansy,Junonia hierta,1,inat,Delhi
amaltasnaturewalks,28.49378578,77.2666318,Indian Palm Bob,Suastus gremius,1,inat,Delhi
amaltasnaturewalks,28.49378578,77.2666318,Emigrants,Catopsilia,1,inat,Delhi
amaltasnaturewalks,28.49378578,77.2666318,,Zizeeriina,1,inat,Delhi
amaltasnaturewalks,28.49378578,77.2666318,Plain Tiger Butterfly,Danaus chrysippus,1,inat,Delhi
amaltasnaturewalks,28.49378578,77.2666318,Blue Pierrots,Tarucus,1,inat,Delhi
amaltasnaturewalks,28.67328299,77.11062849,Common Castor Butterfly,Ariadne merione,1,inat,Delhi
amaltasnaturewalks,28.49378578,77.2666318,Blue Tiger,Tirumala limniace,1,inat,Delhi
sohaildatadump,28.4934816,77.2670217,Plain Tiger Butterfly,Danaus chrysippus,1,inat,Delhi
sohaildatadump,28.4934816,77.2670217,Plain Tiger Butterfly,Danaus chrysippus,1,inat,Delhi
sohaildatadump,28.4934816,77.2670217,Common Red Flash,Rapala iarbus,1,inat,Delhi
sohaildatadump,28.4934816,77.2670217,Common Red Flash,Rapala iarbus,1,inat,Delhi
sohaildatadump,28.4934816,77.2670217,Pale Grass Blue,Pseudozizeeria maha,1,inat,Delhi
sohaildatadump,28.4934816,77.2670217,Blue Pierrots,Tarucus,1,inat,Delhi
sohaildatadump,28.4934816,77.2670217,Yellow Pansy,Junonia hierta,1,inat,Delhi
sohaildatadump,28.4934816,77.2670217,Plains Cupid,Chilades pandava,1,inat,Delhi
sohaildatadump,28.4934816,77.2670217,Mottled Emigrant,Catopsilia pyranthe,1,inat,Delhi
sohaildatadump,28.4934816,77.2670217,Lemon Pansy,Junonia lemonias,1,inat,Delhi
sohaildatadump,28.4934816,77.2670217,Common Evening Brown,Melanitis leda,1,inat,Delhi
sohaildatadump,28.4934816,77.2670217,Lemon Emigrant,Catopsilia pomona,1,inat,Delhi
sohaildatadump,28.4934816,77.2670217,Plain Tiger Butterfly,Danaus chrysippus,1,inat,Delhi
sohaildatadump,28.4934816,77.2670217,,Zizeeriina,1,inat,Delhi
sohaildatadump,28.4934816,77.2670217,Plain Tiger Butterfly,Danaus chrysippus,1,inat,Delhi
sohaildatadump,28.4934816,77.2670217,Plain Tiger Butterfly,Danaus chrysippus,1,inat,Delhi
sohaildatadump,28.4934816,77.2670217,Pale Grass Blue,Pseudozizeeria maha,1,inat,Delhi
geetayadav,28.49379256,77.2666318,Pale Grass Blue,Pseudozizeeria maha,1,inat,Delhi
geetayadav,28.49379256,77.2666318,Blue Pierrots,Tarucus,1,inat,Delhi
sandeepkannan200,28.49365967,77.20574029,Plains Cupid,Chilades pandava,1,inat,Delhi
sandeepkannan200,28.4895476,77.2072717,Lime Swallowtail,Papilio demoleus,1,inat,Delhi
sandeepkannan200,28.4895675,77.2072613,Common Jay,Graphium doson,1,inat,Delhi
sandeepkannan200,28.4895969,77.2072284,Danaid Eggfly,Hypolimnas misippus,1,inat,Delhi
sandeepkannan200,28.4895969,77.2072284,Common Castor Butterfly,Ariadne merione,1,inat,Delhi
anitamani,28.5662412,77.15943358,Danaid Eggfly,Hypolimnas misippus,1,inat,Delhi
anitamani,28.56626223,77.15943837,Lime Butterfly,Papilio demoleus,1,inat,Delhi
anitamani,28.56619518,77.15946423,Large White,Pieris brassicae,1,inat,Delhi
anitamani,28.56627136,77.15946165,Common Jay,Graphium doson,1,inat,Delhi
sambhavaj,28.49348169,77.26702172,Red Pierrot,Talicada nyseus,1,inat,Delhi
sambhavaj,28.49348169,77.26702172,Plain Tiger,Danaus chrysippus,1,inat,Delhi
sambhavaj,28.49348169,77.26702172,Danaid Eggfly,Hypolimnas misippus,1,inat,Delhi
sambhavaj,28.49348169,77.26702172,Common Evening Brown,Melanitis leda,1,inat,Delhi
lakhankohli,28.49406689,77.26750184,Blue Pierrots,Tarucus,1,inat,Delhi
lakhankohli,28.49698528,77.26655658,Common Banded Awl,Hasora chromus,1,inat,Delhi
lakhankohli,28.49864194,77.26512139,Common Castor Butterfly,Ariadne merione,1,inat,Delhi
lakhankohli,28.49864269,77.26511997,Pale Grass Blue,Pseudozizeeria maha,1,inat,Delhi
lakhankohli,28.49456203,77.26628869,Plains Cupid,Chilades pandava,1,inat,Delhi
geetayadav,28.52026783,77.18861633,Typical Blues,Polyommatini,1,inat,Delhi
geetayadav,28.52023594,77.1886265,Blue Pierrots,Tarucus,1,inat,Delhi
geetayadav,28.52026742,77.18861489,Pale Grass Blue,Pseudozizeeria maha,1,inat,Delhi
geetayadav,28.52026789,77.18861717,Typical Blues,Polyommatini,1,inat,Delhi
geetayadav,28.52026783,77.18861633,Typical Blues,Polyommatini,1,inat,Delhi
geetayadav,28.49385469,77.26625939,Pale Grass Blue,Pseudozizeeria maha,1,inat,Delhi
geetayadav,28.49350267,77.26635222,Common Grass Yellow,Eurema hecabe,1,inat,Delhi
geetayadav,28.49387406,77.26599547,Common Banded Awl,Hasora chromus,1,inat,Delhi
geetayadav,28.49384922,77.26630219,Psyche,Leptosia nina,1,inat,Delhi
geetayadav,28.49464017,77.26658447,Small Cupid,Chilades parrhasius,1,inat,Delhi
geetayadav,28.4946935,77.26661953,Pale Grass Blue,Pseudozizeeria maha,1,inat,Delhi
geetayadav,28.49379256,77.2666318,Lemon Pansy,Junonia lemonias,1,inat,Delhi
geetayadav,28.49379256,77.2666318,Common Silverline,Cigaritis vulcanus,1,inat,Delhi
geetayadav,28.49471603,77.22998813,Mottled Emigrant,Catopsilia pyranthe,1,inat,Delhi
geetayadav,28.49407367,77.26750184,Blue Pierrots,Tarucus,1,inat,Delhi
geetayadav,28.49379256,77.2666318,Zebra Blue,Leptotes plinius,1,inat,Delhi
geetayadav,28.49379256,77.2666318,Zebra Blue,Leptotes plinius,1,inat,Delhi
geetayadav,28.49348847,77.26702172,Plains Cupid,Chilades pandava,1,inat,Delhi
geetayadav,28.49348847,77.26702172,Yellow Orange Tip,Ixias pyrene,1,inat,Delhi
geetayadav,28.4937858,77.2666317,Mottled Emigrant,Catopsilia pyranthe,1,inat,Delhi
geetayadav,28.4937858,77.2666317,Lemon Pansy,Junonia lemonias,1,inat,Delhi
geetayadav,28.4934816,77.2670217,Red Pierrot,Talicada nyseus,1,inat,Delhi
geetayadav,28.4934816,77.2670217,Red Pierrot,Talicada nyseus,1,inat,Delhi
geetayadav,28.4934816,77.2670217,Plain Tiger Butterfly,Danaus chrysippus,1,inat,Delhi
geetayadav,28.4934816,77.2670217,Common Banded Awl,Hasora chromus,1,inat,Delhi
geetayadav,28.4934816,77.2670217,Red Pierrot,Talicada nyseus,1,inat,Delhi
omveer,28.49406689,77.26750184,Plains Cupid,Chilades pandava,1,inat,Delhi
lakhankohli,28.49698528,77.26655658,Common Banded Awl,Hasora chromus,1,inat,Delhi
lakhankohli,28.49406689,77.26750184,,Zizeeriina,1,inat,Delhi
lakhankohli,28.49406689,77.26750184,Straight Swifts,Parnara,1,inat,Delhi
lakhankohli,28.49406689,77.26750184,Blue Pierrots,Tarucus,1,inat,Delhi
lakhankohli,28.49864261,77.26512004,Common Banded Awl,Hasora chromus,1,inat,Delhi
lakhankohli,28.49406689,77.26750184,Pioneer White,Belenois aurota,1,inat,Delhi
lakhankohli,28.49406689,77.26750184,Lime Swallowtail,Papilio demoleus,1,inat,Delhi
lakhankohli,28.49406689,77.26750184,Striped Tiger,Danaus genutia,1,inat,Delhi
lakhankohli,28.49864269,77.26511997,Pale Grass Blue,Pseudozizeeria maha,1,inat,Delhi
sandeepkannan200,28.4965273,77.20299806,Blue Pierrots,Tarucus,1,inat,Delhi
snigdhasehgal,28.65937089,77.08924558,Small Branded Swift,Pelopidas mathias,1,inat,Delhi
ramalakshmiperi,28.52697473,77.16354746,,Pierini,1,inat,Delhi
omveer,28.49406689,77.26750184,Forget-me-not,Catochrysops strabo,1,inat,Delhi
lakhankohli,28.49406689,77.26750184,Lemon Pansy,Junonia lemonias,1,inat,Delhi
lakhankohli,28.49406689,77.26750184,Pale Grass Blue,Pseudozizeeria maha,1,inat,Delhi
lakhankohli,28.49406689,77.26750184,Striped Pierrot,Tarucus nara,1,inat,Delhi
lakhankohli,28.49406689,77.26750184,Blue Pierrots,Tarucus,1,inat,Delhi
lakhankohli,28.49406689,77.26750184,Blue Pierrots,Tarucus,1,inat,Delhi
omveer,28.49406689,77.26750184,Common Banded Awl,Hasora chromus,1,inat,Delhi
lakhankohli,28.49406689,77.26750184,Common Pierrot,Castalius rosimon,1,inat,Delhi
lakhankohli,28.49406689,77.26750184,Common Pierrot,Castalius rosimon,1,inat,Delhi
lakhankohli,28.49406689,77.26750184,Blue Pierrots,Tarucus,1,inat,Delhi
omveer,28.49406689,77.26750184,Tiny Grass Blue,Zizula hylax,1,inat,Delhi
lakhankohli,28.49406689,77.26750184,Conjoined Swift,Pelopidas conjuncta,1,inat,Delhi
omveer,28.49406689,77.26750184,Blue Pierrots,Tarucus,1,inat,Delhi
omveer,28.49406689,77.26750184,Common Jay,Graphium doson,1,inat,Delhi
omveer,28.49406689,77.26750184,Conjoined Swift,Pelopidas conjuncta,1,inat,Delhi
omveer,28.49406689,77.26750184,swordtails,Graphium,1,inat,Delhi
omveer,28.49406689,77.26750184,Lemon Pansy,Junonia lemonias,1,inat,Delhi
omveer,28.49406689,77.26750184,Common Three-ring,Ypthima asterope,1,inat,Delhi
omveer,28.49406689,77.26750184,Striped Pierrot,Tarucus nara,1,inat,Delhi
omveer,28.49406689,77.26750184,Plains Cupid,Chilades pandava,1,inat,Delhi
anitamani,28.56781683,77.15952915,Typical Blues,Polyommatini,1,inat,Delhi
aishasultana,28.5462815,77.14794874,Danaid Eggfly,Hypolimnas misippus,1,inat,Delhi
lakhankohli,28.49406689,77.26750184,Conjoined Swift,Pelopidas conjuncta,1,inat,Delhi
lakhankohli,28.49406689,77.26750184,Conjoined Swift,Pelopidas conjuncta,1,inat,Delhi
lakhankohli,28.52113719,77.25219647,Common Banded Awl,Hasora chromus,1,inat,Delhi
lakhankohli,28.49896739,77.26476078,Tiny Grass Blue,Zizula hylax,1,inat,Delhi
lakhankohli,28.49406689,77.26750184,Tiny Grass Blue,Zizula hylax,1,inat,Delhi
lakhankohli,28.49896739,77.26476078,Tiny Grass Blue,Zizula hylax,1,inat,Delhi
lakhankohli,28.49896739,77.26476078,Pale Grass Blue,Pseudozizeeria maha,1,inat,Delhi
lakhankohli,28.49896739,77.26476078,Pale Grass Blue,Pseudozizeeria maha,1,inat,Delhi
lakhankohli,28.49896739,77.26476078,Pale Grass Blue,Pseudozizeeria maha,1,inat,Delhi
lakhankohli,28.49406689,77.26750184,Lemon Pansy,Junonia lemonias,1,inat,Delhi
lakhankohli,28.49896739,77.26476078,Lemon Emigrant,Catopsilia pomona,1,inat,Delhi
lakhankohli,28.49896739,77.26476078,Lemon Emigrant,Catopsilia pomona,1,inat,Delhi
lakhankohli,28.49896739,77.26476078,Indian Palm Bob,Suastus gremius,1,inat,Delhi
ashooshukla,28.59415025,77.08877753,Tiger Milkweed Butterflies,Danaus,1,inat,Delhi
irajender,28.49453953,77.26667739,Dark Grass Blue,Zizeeria karsandra,1,inat,Delhi
irajender,28.49348169,77.26702172,Striped Pierrot,Tarucus nara,1,inat,Delhi
irajender,28.49446468,77.26624791,Striped Pierrot,Tarucus nara,1,inat,Delhi
irajender,28.49298472,77.26664639,Blue Tiger,Tirumala limniace,1,inat,Delhi
irajender,28.49445806,77.26622806,Tiny Grass Blue,Zizula hylax,1,inat,Delhi
irajender,28.493395,77.266565,Common Mormon Swallowtail,Papilio polytes,1,inat,Delhi
irajender,28.49332972,77.26639472,Common Grass Yellow,Eurema hecabe,1,inat,Delhi
irajender,28.49348169,77.26702172,Yellow Pansy,Junonia hierta,1,inat,Delhi
irajender,28.49282139,77.26639639,Plain Tiger Butterfly,Danaus chrysippus,1,inat,Delhi
irajender,28.49454139,77.26637,Striped Pierrot,Tarucus nara,1,inat,Delhi
irajender,28.49428306,77.26607639,Lemon Emigrant,Catopsilia pomona,1,inat,Delhi
irajender,28.49451861,77.26547174,Lemon Pansy,Junonia lemonias,1,inat,Delhi
irajender,28.49298472,77.26664139,Striped Tiger,Danaus genutia,1,inat,Delhi
irajender,28.49401139,77.266175,Psyche,Leptosia nina,1,inat,Delhi
irajender,28.49428472,77.26606639,White Orange Tip,Ixias marianne,1,inat,Delhi
lakhankohli,28.49896739,77.26476078,Common Silverline,Cigaritis vulcanus,1,inat,Delhi
lakhankohli,28.49896739,77.26476078,Common Silverline,Cigaritis vulcanus,1,inat,Delhi
lakhankohli,28.49896739,77.26476078,Common Silverline,Cigaritis vulcanus,1,inat,Delhi
lakhankohli,28.49896739,77.26476078,Common Silverline,Cigaritis vulcanus,1,inat,Delhi
lakhankohli,28.49896739,77.26476078,Rice Swift,Borbo cinnara,1,inat,Delhi
urvi2,28.53710572,77.24315342,Common Mormon Swallowtail,Papilio polytes,1,inat,Delhi
irajender,28.493395,77.266565,Common Mormon Swallowtail,Papilio polytes,1,inat,Delhi
irajender,28.49348169,77.26702172,Indian Palm Bob,Suastus gremius,1,inat,Delhi
irajender,28.49348169,77.26702172,Skippers,Hesperiidae,1,inat,Delhi
irajender,28.49445639,77.26623139,Tiny Grass Blue,Zizula hylax,1,inat,Delhi
irajender,28.49470306,77.266585,Plains Cupid,Chilades pandava,1,inat,Delhi
irajender,28.49348169,77.26702172,Striped Pierrot,Tarucus nara,1,inat,Delhi
irajender,28.49348169,77.26702172,Grass Skippers,Hesperiinae,1,inat,Delhi
irajender,28.49416806,77.26637639,Lemon Pansy,Junonia lemonias,1,inat,Delhi
irajender,28.49348169,77.26702172,Hairstreaks,Theclinae,1,inat,Delhi
irajender,28.49348169,77.26702172,Mottled Emigrant,Catopsilia pyranthe,1,inat,Delhi
ashirkumar,28.48277745,77.10982047,Indian Skipper,Spialia galba,1,inat,Delhi
shashankpr,28.64165,77.16937167,Lemon Emigrant,Catopsilia pomona,1,inat,Delhi
shashankpr,28.64167,77.16937167,Common Grass Yellow,Eurema hecabe,1,inat,Delhi
shashankpr,28.64171167,77.169425,Peacock Pansy,Junonia almana,1,inat,Delhi
shashankpr,28.64166333,77.16940333,Lime Swallowtail,Papilio demoleus,1,inat,Delhi
nishandv,28.6386438,77.07206,Swifts and Allies,Baorini,1,inat,Delhi
omveer,28.49406689,77.26750184,Forget-me-not,Catochrysops strabo,1,inat,Delhi
omveer,28.49406689,77.26750184,Forget-me-not,Catochrysops strabo,1,inat,Delhi
omveer,28.49406689,77.26750184,Forget-me-not,Catochrysops strabo,1,inat,Delhi
omveer,28.49406689,77.26750184,Forget-me-not,Catochrysops strabo,1,inat,Delhi
omveer,28.49406689,77.26750184,Forget-me-not,Catochrysops strabo,1,inat,Delhi
omveer,28.49406689,77.26750184,Forget-me-not,Catochrysops strabo,1,inat,Delhi
omveer,28.49406689,77.26750184,Common Castor Butterfly,Ariadne merione,1,inat,Delhi
omveer,28.49406689,77.26750184,Common Castor Butterfly,Ariadne merione,1,inat,Delhi
omveer,28.49406689,77.26750184,Yellow Pansy,Junonia hierta,1,inat,Delhi
omveer,28.49406689,77.26750184,Danaid Eggfly,Hypolimnas misippus,1,inat,Delhi
omveer,28.49406689,77.26750184,Red Pierrot,Talicada nyseus,1,inat,Delhi
omveer,28.49406689,77.26750184,Plain Tiger Butterfly,Danaus chrysippus,1,inat,Delhi
omveer,28.49406689,77.26750184,Red Pierrot,Talicada nyseus,1,inat,Delhi
omveer,28.49406689,77.26750184,Mottled Emigrant,Catopsilia pyranthe,1,inat,Delhi
omveer,28.49406689,77.26750184,Plain Tiger Butterfly,Danaus chrysippus,1,inat,Delhi
omveer,28.49406689,77.26750184,Pale Grass Blue,Pseudozizeeria maha,1,inat,Delhi
omveer,28.49406689,77.26750184,Pale Grass Blue,Pseudozizeeria maha,1,inat,Delhi
omveer,28.49406689,77.26750184,Plain Tiger Butterfly,Danaus chrysippus,1,inat,Delhi
omveer,28.49406689,77.26750184,Plain Tiger Butterfly,Danaus chrysippus,1,inat,Delhi
omveer,28.49406689,77.26750184,Pale Grass Blue,Pseudozizeeria maha,1,inat,Delhi
omveer,28.49406689,77.26750184,Plain Tiger Butterfly,Danaus chrysippus,1,inat,Delhi
omveer,28.49406689,77.26750184,Pale Grass Blue,Pseudozizeeria maha,1,inat,Delhi
omveer,28.49406689,77.26750184,Red Pierrot,Talicada nyseus,1,inat,Delhi
omveer,28.49406689,77.26750184,Striped Pierrot,Tarucus nara,1,inat,Delhi
omveer,28.49406689,77.26750184,White Orange Tip,Ixias marianne,1,inat,Delhi
omveer,28.49406689,77.26750184,Lemon Pansy,Junonia lemonias,1,inat,Delhi
omveer,28.49406689,77.26750184,Plain Tiger Butterfly,Danaus chrysippus,1,inat,Delhi
omveer,28.49406689,77.26750184,Dark Grass Blue,Zizeeria karsandra,1,inat,Delhi
omveer,28.49406689,77.26750184,Yellow Pansy,Junonia hierta,1,inat,Delhi
omveer,28.49406689,77.26750184,Striped Pierrot,Tarucus nara,1,inat,Delhi
omveer,28.49406689,77.26750184,White Orange Tip,Ixias marianne,1,inat,Delhi
omveer,28.49406689,77.26750184,Lemon Pansy,Junonia lemonias,1,inat,Delhi
omveer,28.49406689,77.26750184,Yellow Pansy,Junonia hierta,1,inat,Delhi
omveer,28.49406689,77.26750184,Common Three-ring,Ypthima asterope,1,inat,Delhi
omveer,28.49406689,77.26750184,Common Three-ring,Ypthima asterope,1,inat,Delhi
omveer,28.49406689,77.26750184,Lemon Pansy,Junonia lemonias,1,inat,Delhi
omveer,28.49406689,77.26750184,Lime Swallowtail,Papilio demoleus,1,inat,Delhi
omveer,28.49406689,77.26750184,Yellow Pansy,Junonia hierta,1,inat,Delhi
omveer,28.49406689,77.26750184,Common Grass Yellow,Eurema hecabe,1,inat,Delhi
omveer,28.49406689,77.26750184,Lemon Emigrant,Catopsilia pomona,1,inat,Delhi
omveer,28.49406689,77.26750184,Rice Swift,Borbo cinnara,1,inat,Delhi
omveer,28.49406689,77.26750184,Lime Swallowtail,Papilio demoleus,1,inat,Delhi
omveer,28.49406689,77.26750184,Yellow Pansy,Junonia hierta,1,inat,Delhi
omveer,28.49406689,77.26750184,Lime Swallowtail,Papilio demoleus,1,inat,Delhi
omveer,28.49406689,77.26750184,Danaid Eggfly,Hypolimnas misippus,1,inat,Delhi
omveer,28.49406689,77.26750184,Blue Pierrots,Tarucus,1,inat,Delhi
omveer,28.49406689,77.26750184,Plains Cupid,Chilades pandava,1,inat,Delhi
omveer,28.49406689,77.26750184,Lime Swallowtail,Papilio demoleus,1,inat,Delhi
omveer,28.49406689,77.26750184,Danaid Eggfly,Hypolimnas misippus,1,inat,Delhi
omveer,28.49406689,77.26750184,Plains Cupid,Chilades pandava,1,inat,Delhi
omveer,28.49406689,77.26750184,Yellow Pansy,Junonia hierta,1,inat,Delhi
